식당(ID),식당명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점,식당상태
864716,송천피순대,,,,N,0.1,,,,,미확인
864721,와플대학 송천캠퍼스,,,,N,0.1,,,,,운영중
864725,행복한찹쌀꽈배기 송천점,,,,N,0.14,,,,,미확인
864726,꺼구리시장통닭송천점,,,,N,0.09,,,,,운영중
864741,플라워웍스,,,,N,0.1,,,,,운영중
864743,쥬씨송천동점,,,,N,0.09,,,,,운영중
864745,돈갓,,,,N,0.09,,,,,미확인
864746,진쌈연탄구이,,,,N,0.09,,,,,운영중
864747,가정팥칼국수,,,,N,0.09,,,,,운영중
864748,몽이집 콩나물국밥,,,,N,0.09,,,,,운영중
864749,생선이야기,,,,N,0.07,,,,,운영중
864750,연어미가,,,,N,0.09,,,,,운영중
864751,청년피자 인후점,,,,N,0.1,,,,,운영중
864752,불로만숯불바베큐 송천점,,,,N,0.09,,,,,운영중
864753,나이테 ,,,,N,0.09,,,,,운영중
864754,카페 폼피,,,,N,0.09,,,,,운영중
864770,바다꽃게탕,,,,N,0.1,,,,,미확인
864774,메가커피 전주대점,,,,N,0.14,,,,,미확인
864777,피자마루,,,,N,0.1,,,,,미확인
864778,파리바게트 ,,,,N,0.09,,,,,미확인
864779,biig 063,,,,N,0.1,,,,,운영중
864780,레인보우 마카롱,,,,N,0.09,,,,,운영중
864781,빽다방,,,,N,0.09,,,,,운영중
864783,"강정구 피자생각, 홍그리 떡볶이",,,,N,0.1,,,,,운영중
864789,갈비먹는날,,,,N,0.09,,,,,운영중
864792,네네치킨 삼천점,,,,N,0.07,,,,,미확인
864794,다사랑치킨피자 인후점,,,,N,0.1,,,,,운영중
864799,놀부주막,,,,N,0.08,,,,,운영중
864806,뚜레주르 인후점,,,,N,0.09,,,,,운영중
864811,카페 파스쿠찌,,,,N,0.1,,,,,운영중
864817,지금여기카페샵,,,,N,0.1,,,,,운영중
864821,금관고속터미널점,,,,N,0.14,,,,,운영중
864822,bbq치킨 아중점,,,,N,0.09,,,,,운영중
864823,바푸리숯불김밥 전주고속터미널점,,,,N,0.14,,,,,운영중
864825,후라이드참잘하는집,,,,N,0.08,,,,,운영중
864828,마카롱부띠끄,,,,N,0.09,,,,,운영중
864829,양평해장국 서호점,,,,N,0.1,,,,,운영중
864830,피자의생명은치즈다,,,,N,0.08,,,,,운영중
864833,르커피,,,,N,0.09,,,,,운영중
864834,화산능이금닭,,,,N,0.1,,,,,운영중
864843,손수막걸리,,,,N,0.09,,,,,운영중
864847,옛촌,,,,N,0.1,,,,,운영중
864849,카페볼수록,,,,N,0.09,,,,,미확인
864854,짬뽕나라,,,,N,0.09,,,,,운영중
864855,밀락,,,,N,0.09,,,,,운영중
864857,늘솜,,,,N,0.09,,,,,미확인
864858,장터목,,,,N,0.09,,,,,운영중
864859,대성휴게실,,,,N,0.08,,,,,폐업
864863,로하스커피,,,,N,0.1,,,,,폐업
864864,사장홍어,,,,N,0.09,,,,,운영중
864869,노고단에취한달,,,,N,0.09,,,,,운영중
864870,전골의법칙앤홍콩할매불닭발,,,,N,0.09,,,,,운영중
864871,수참치회,,,,N,0.08,,,,,폐업
864872,시완이네고창민물장어,,,,N,0.09,,,,,운영중
864874,와따통닭가맥,,,,N,0.1,,,,,운영중
864880,이담,,,,N,0.1,,,,,운영중
864884,미소정,,,,N,0.1,,,,,운영중
864885,한우투뿔 은우 정육식당,,,,N,0.15,,,,,운영중
864889,JANG NGO COFFEE&CAFE,,,,N,0.1,,,,,미확인
864891,와따커피,,,,N,0.09,,,,,운영중
864892,명성옥,,,,N,0.1,,,,,운영중
864893,한일옥 본점,,,,N,0.1,,,,,운영중
864894,커피숲,,,,N,0.1,,,,,운영중
864895,삼시세끼,,,,N,0.09,,,,,운영중
864896,웅이네 오돌뼈,,,,N,0.09,,,,,운영중
864897,현아네밥상,,,,N,0.1,,,,,운영중
864900,돌판집,,,,N,0.09,,,,,운영중
864903,4길 김밥&수제비,,,,N,0.1,,,,,폐업
864904,두찜,,,,N,0.09,,,,,운영중
864905,황제처럼,,,,N,0.09,,,,,미확인
864906,갈비집,,,,N,0.1,,,,,운영중
864917,화산춘,,,,N,0.09,,,,,운영중
864919,이조함흥냉면,,,,N,0.14,,,,,운영중
864920,김밥마리 송천점,,,,N,0.09,,,,,운영중
864929,명가수산,,,,N,0.1,,,,,운영중
864933,메밀방앗간,,,,N,0.09,,,,,운영중
864934,농부애갈비,,,,N,0.09,,,,,폐업
864938,변산반도횟집,,,,N,0.1,,,,,운영중
864939,마이산,,,,N,0.09,,,,,운영중
864940,피자파는집송천점,,,,N,0.14,,,,,미확인
864941,명랑불고기,,,,N,0.09,,,,,운영중
864943,선궁한우숯불갈비,,,,N,0.09,,,,,운영중
864944,마선생마약국밥,,,,N,0.07,,,,,미확인
864946,현아네등갈비찜,,,,N,0.09,,,,,운영중
864948,전원집,,,,N,0.1,,,,,운영중
864949,교촌치킨,,,,N,0.1,,,,,운영중
864956,왕뚜껑삼겹살,,,,N,0.09,,,,,운영중
864957,빅스타 피자 전호 1호점,,,,N,0.14,,,,,운영중
864960,김밥천국,,,,N,0.1,,,,,운영중
864961,파리바게트,,,,N,0.1,,,,,운영중
864971,다미차반,,,,N,0.09,,,,,운영중
864972,호식이두마리치킨 송천 2호점,,,,N,0.14,,,,,운영중
864973,행복식당수라간갈비,,,,N,0.09,,,,,미확인
864974,놀부보쌈 중화산점,,,,N,0.09,,,,,운영중
864975,청학동 들깨요리전문점,,,,N,0.1,,,,,운영중
864976,즐거운심야식당 송천점,,,,N,0.15,,,,,미확인
864977,초코렛시티,,,,N,0.1,,,,,운영중
864978,샘물맥주 송천점,,,,N,0.09,,,,,운영중
864984,섬진강,,,,N,0.1,,,,,운영중
864987,화이트 커피,,,,N,0.09,,,,,미확인
864989,짝태패밀리전주송천점,,,,N,0.09,,,,,운영중
864990,도란도란,,,,N,0.09,,,,,운영중
864994,맘스케익앤커피,,,,N,0.09,,,,,미확인
864997,반했닭,,,,N,0.08,,,,,운영중
864998,샤브반,,,,N,0.1,,,,,미확인
864999,말자싸롱,,,,N,0.09,,,,,운영중
865000,언니스포차&가맥,,,,N,0.09,,,,,운영중
865004,요거프레소 오송점,,,,N,0.09,,,,,운영중
865005,강경원달인만두가 송천점,,,,N,0.09,,,,,미확인
865007,장수촌마을,,,,N,0.1,,,,,운영중
865008,꼬치꼬치,,,,N,0.09,,,,,운영중
865011,인계동껍데기 송천점,,,,N,0.09,,,,,운영중
865012,다와갈비,,,,N,0.1,,,,,운영중
865015,모리텐동,,,,N,0.09,,,,,미확인
865020,이차돌전주송천점,,,,N,0.1,,,,,폐업
865060,남문새싹막회,,,,N,0.1,,,,,미확인
865120,A-CAFE 아카페,,,,N,0.09,,,,,미확인
865190,서동빵명가,,,,N,0.07,,,,,운영중
865212,공룡닭발,,,,N,0.1,,,,,운영중
865256,커피 41,,,,N,0.15,,,,,운영중
865283,신천포차,,,,N,0.09,,,,,미확인
865286,이레팥죽,,,,N,0.09,,,,,운영중
865292,온고을회포차,,,,N,0.09,,,,,미확인
865293,장충동족발,,,,N,0.08,,,,,운영중
865358,33떡볶이 전주금암점,전라북도 전주시,,0.1,Y,0.16,0.01,,,4.3,운영중
865400,"라홍방 마라탕 신시가지점	",,,,N,0.15,,,,,운영중
865428,또또커피,전라북도 전주시,,0.1,Y,0.17,,,,4.47,운영중
865448,응급실떡볶이 전주서신점,,,,N,0.09,,,,,폐업
865458,순간포차,,,,N,0.1,,,,,운영중
865468,카페메이,,,,N,0.1,,,,,운영중
865469,가마꿉 삼천점,,,,N,0.1,,,,,운영중
865473,본커피,,,,N,0.09,,,,,운영중
865475,VEROCafe,,,,N,0.09,,,,,폐업
865476,미쳐버린파닭 전북대점,,,,N,0.1,,,,,미확인
865493,카페 아리아,,,,N,0.1,,,,,운영중
865522,와플대학 효자문학캠퍼스,,,,N,0.1,,,,,운영중
865523,촌민2호점,,,,N,0.1,,,,,운영중
865524,샌앤잼,,,,N,0.1,,,,,운영중
865531,촌&#39;s 왕갈비,,,,N,0.1,,,,,미확인
865543,마법의오븐,,,,N,0.15,,,,,미확인
865544,맥주특별시 ,,,,N,0.1,,,,,미확인
865556,가비마실,,,,N,0.09,,,,,운영중
865557,소옥순여사아바이순대,,,,N,0.1,,,,,운영중
865563,던킨도너츠 전주고속터미널점,,,,N,0.15,,,,,미확인
865567,도이첸전주터미널점,,,,N,0.09,,,,,운영중
865569,에노테카브리지,,,,N,0.1,,,,,미확인
865573,모리스,,,,N,0.09,,,,,폐업
865582,퓨전참치,,,,N,0.09,,,,,미확인
865583,에코김밥천국,,,,N,0.1,,,,,폐업
865585,술꼬,,,,N,0.09,,,,,운영중
865590,오가다,,,,N,0.09,,,,,운영중
865593,모카블라썸,,,,N,0.09,,,,,운영중
865600,카페스톨,,,,N,0.1,,,,,폐업
865614,도시어부신시가지점,,,,N,0.09,,,,,미확인
865619,오스트랄로피테쿠스,,,,N,0.1,,,,,미확인
865632,체리쉬온니,,,,N,0.1,,,,,미확인
865680,금강초밥 일식,,,,N,0.09,,,,,운영중
865681,더쌍화커피 전주시점,,,,N,0.1,,,,,미확인
865781,평화육개장,전라북도 전주시,,0.1,Y,0.11,,,,4.52,운영중
865795,밀의온도,,,,N,0.09,,,,,미확인
865796,이백장돈가스 전주 서신점,,,,N,0.13,,,,,미확인
865797,최재호베이커리 서신점,,,,N,0.09,,,,,운영중
865800,엔제리너스커피 금암점,,,,N,0.1,,,,,폐업
865805,낙쭈족,,,,N,0.1,,,,,운영중
865815,풍년제과 전북대점,,,,N,0.1,,,,,운영중
865818,친구네집만화카페,,,,N,0.1,,,,,운영중
865830,피자스쿨 삼천점,,,,N,0.09,,,,,운영중
865831,네오다닭강정,,,,N,0.08,,,,,미확인
865836,얌얌주전부리,,,,N,0.08,,,,,운영중
865838,김밥천국 터미널점,,,,N,0.09,,,,,미확인
865848,필라델피아,,,,N,0.09,,,,,운영중
865855,아퀴떼르메 신시가지점,,,,N,0.1,,,,,폐업
865941,땅스부대찌개 삼천점,,,,N,0.08,,,,,운영중
866084,촌댁맥주 효자점,전라북도 전주시,,0.09,Y,0.09,0.02,,,4.27,운영중
866431,효자옥,전라북도 전주시,,0.1,Y,0.25,,,,4.5,운영중
868227,홍익전통육개장만성점,전라북도 전주시,,0.09,Y,0.15,0.08,,,4.26,운영중
869034,동네찻집,전라북도 전주시,,0.1,Y,0.14,0.01,,,4.45,운영중
869085,전주백종원의본가신시가지점,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.48,운영중
869770,투썸플레이스 진북점,전라북도 전주시,,0.1,Y,0.16,0.16,,,4.36,운영중
869790,감성커피전주법조타운점,전라북도 전주시,,0.1,Y,0.15,0.02,,,4.4,운영중
870882,에이치컴퍼니,전라북도 전주시,,,N,0.16,,,,,신규
870886,일팔카츠,전라북도 전주시,,0.1,N,0.09,0.08,,,4.38,신규
871020,돼지게티 효자점,전라북도 전주시,,0.11,N,0.18,0.07,,,4.83,신규
871044,야미푸드,전라북도 전주시,,,N,0.16,,,,,신규
871180,푸드테라피,전라북도 전주시,,,N,0.16,,,,,신규
871529,크라우드피씨 삼천점,전라북도 전주시,,,N,0.09,,,,,신규
871533,하솜식당,전라북도 전주시,,0.09,N,0.09,0.01,,,3.92,신규
871902,주당의민족,전라북도 전주시,,0.09,N,0.11,0.02,,,3.88,신규
871921,호키토키,전라북도 전주시,,0.11,N,0.14,0.09,,,4.79,신규
871949,스시아마루,전라북도 전주시,,0.1,N,0.19,0.21,,,4.45,신규
872051,밥풀꽃김밥,전라북도 전주시,,0.1,N,0.16,0.02,,,4.42,신규
872477,전설낙곱새 인후점,전라북도 전주시,,0.09,N,0.11,0.01,,,4,신규
872676,테판현,전라북도 전주시,,0.1,N,0.14,0.28,,,4.51,신규
872785,낙곱새끝판왕 효자점,전라북도 전주시,,0.11,N,0.11,0.33,,,5,신규
872924,삼천,전라북도 전주시,,0.09,N,0.09,,,,4,신규
873111,육희당,전라북도 전주시,,,N,0.09,,,,,신규
873119,카페루앤비 전주팔복점,전라북도 전주시,,0.11,N,0.15,0.03,,,4.76,신규
873285,명랑부대찌개 인후점,전라북도 전주시,,0.09,N,0.16,0.03,,,4.21,신규
873345,굼,전라북도 전주시,,0.1,N,0.16,0.33,,,4.62,신규
873352,둥과점,전라북도 전주시,,0.1,N,0.16,0.21,,,4.67,신규
873437,짬뽕으로 통하다,전라북도 전주시,,,N,0.16,,,,,신규
873531,단골때리는집,전라북도 전주시,,,N,0.16,,,,,신규
873764,활어웨이,전라북도 전주시,,0.1,N,0.13,0.02,,,4.4,신규
874363,당모치,전라북도 전주시,,0.1,N,0.09,,,,4.33,신규
874500,팔당원조칼제비보쌈 전주신시가지점,전라북도 전주시,,0.1,N,0.16,0.13,,,4.61,신규
874627,카페라이더 효자점,전라북도 전주시,,0.1,N,0.19,0.08,,,4.31,신규
874843,어썸그린,전라북도 전주시,,,N,0.11,,,,,신규
874863,카페체리,전라북도 전주시,,0.1,N,0.18,,,,4.6,신규
874903,복길네식당 전주3호점,전라북도 전주시,,0.08,N,0.11,,,,3.5,신규
874940,누들보쌈 배달만족 전주효자점,전라북도 전주시,,,N,0.11,,,,,신규
875036,파운데이 롯데백화점전주점,전라북도 전주시,,0.1,N,0.11,0.08,,,4.38,신규
875092,초밥만 전주점,전라북도 전주시,,0.1,N,0.19,0.06,,,4.67,신규
875344,고기반햄반김치찌개 전주효자점,전라북도 전주시,,,N,0.16,0.01,,,,신규
875405,류가중식,전라북도 전주시,,0.1,N,0.13,0.08,,,4.58,신규
875629,신쭈꾸미 전주점,전라북도 전주시,,0.11,N,0.15,0.33,,,4.74,신규
875719,미과당,전라북도 전주시,,0.1,N,0.13,0.23,,,4.67,신규
875758,손이가,전라북도 전주시,,0.1,N,0.11,,,,4.5,신규
875834,더맨,전라북도 전주시,,,N,0.14,,,,,신규
875979,현대식당,전라북도 전주시,,,N,0.11,,,,,신규
876024,제이비푸드,전라북도 전주시,,,N,0.16,,,,,신규
876032,화덕호떡,전라북도 전주시,,,N,0.09,,,,,신규
876062,우리할매떡볶이 전주혁신점,전라북도 전주시,,0.1,N,0.16,0.27,,,4.42,신규
876259,곡주마을,전라북도 전주시,,0.1,N,0.09,0.33,,,4.28,신규
876306,쪽갈비는맛있닭,전라북도 전주시,,0.1,N,0.16,0.01,,,4.5,신규
876314,현장함바집,전라북도 전주시,,,N,0.09,,,,,신규
876412,광진식당 전주중인동점,전라북도 전주시,,,N,0.11,,,,,신규
876469,스위트오븐,전라북도 전주시,,0.1,N,0.2,0.33,,,4.56,신규
876524,오또,전라북도 전주시,,0.1,N,0.18,0.09,,,4.65,신규
876683,막이오름 전주 객리단길점,전라북도 전주시,,0.08,N,0.13,0.31,,,3.75,신규
876779,진안무드기,전라북도 전주시,,,N,0.16,,,,,신규
876899,스파게티스토리 송천점,전라북도 전주시,,0.1,N,0.11,0.03,,,4.31,신규
877240,DT푸드(디티푸드),전라북도 전주시,,,N,0.16,,,,,신규
877269,자담치킨 전주신시가지점,전라북도 전주시,,0.11,N,0.12,0.02,,,4.82,신규
877620,올스타피자 전주송천점,전라북도 전주시,,0.1,N,0.19,0.14,,,4.67,신규
877626,점순이호떡 인후점,전라북도 전주시,,,N,0.12,,,,,신규
877643,떡볶이참잘하는집전주인후점,전라북도 전주시,,,N,0.14,,,,,신규
877652,솔솔커피 신시가지점,전라북도 전주시,,0.11,N,0.16,0.08,,,4.83,신규
877656,아이갓에브리띵삼천도서관점,전라북도 전주시,,,N,0.14,,,,,신규
877701,역전뚝배기짬뽕 중화산점,전라북도 전주시,,0.1,N,0.11,0.04,,,4.43,신규
877704,우리할매떡볶이 효자점,전라북도 전주시,,0.1,N,0.12,0.13,,,4.35,신규
877984,엑시트피자 평화점,전라북도 전주시,,0.1,N,0.09,0.04,,,4.45,신규
878017,대박간식,전라북도 전주시,,,N,0.14,,,,,신규
878034,왓커피 서곡점,전라북도 전주시,,0.1,N,0.18,0.03,,,4.29,신규
878075,설빙 전주에코시티점,전라북도 전주시,,0.1,N,0.11,0.16,,,4.45,신규
878155,효자동키친 전주점,전라북도 전주시,,0.11,N,0.11,,,,5,신규
878171,아이언스푼,전라북도 전주시,,0.11,N,0.11,0.08,,,4.77,신규
878371,달리는커피 전주서신점,전라북도 전주시,,0.1,N,0.09,0.01,,,4.37,신규
878941,카페청연,전라북도 전주시,,0.07,N,0.09,,,,3,신규
878955,빽다방 전주에코시티점,전라북도 전주시,,0.1,N,0.11,0.07,,,4.48,신규
879062,양푼집플러스,전라북도 전주시,,,N,0.11,0.03,,,,신규
879105,닥치고 떡볶이 전주덕진구점,전라북도 전주시,,0.1,N,0.16,0.01,,,4.45,신규
879144,형제수산,전라북도 전주시,,0.1,N,0.11,0.33,,,4.42,신규
879250,피자나라치킨공주 전주혁신도시점,전라북도 전주시,,0.1,N,0.11,0.03,,,4.53,신규
879360,헉스 216 본점,전라북도 전주시,,0.1,N,0.17,0.01,,,4.63,신규
879460,이디야커피 전주휴먼시아점,전라북도 전주시,,0.1,N,0.15,0.02,,,4.56,신규
879562,고모네주방,전라북도 전주시,,,N,0.14,,,,,신규
879606,덮앤더머 서신점,전라북도 전주시,,0.11,N,0.18,0.33,,,4.75,신규
879644,향원,전라북도 전주시,,0.09,N,0.19,0.11,,,4.04,신규
879691,연그린,전라북도 전주시,,0.1,N,0.22,0.24,,,4.71,신규
879708,카페프로포즈,전라북도 전주시,,0.11,N,0.13,,,,5,신규
880161,전주승화원식당및매점,전라북도 전주시,,0.09,N,0.09,0.01,,,4.01,신규
880197,뿔난아지매아구찜전문점,전라북도 전주시,,,N,0.16,,,,,신규
880849,치킨매니아 인후점,전라북도 전주시,,0.09,N,0.09,0.01,,,3.86,신규
880862,매봉커피,전라북도 전주시,,0.1,N,0.2,0.06,,,4.61,신규
880894,강투포차,전라북도 전주시,,,N,0.11,0.01,,,,신규
880899,깨순이김밥 효자안행로점,전라북도 전주시,,0.1,N,0.11,,,,4.5,신규
880902,대파향육개장,전라북도 전주시,,0.1,N,0.16,,,,4.58,신규
880951,마이야르,전라북도 전주시,,0.1,N,0.14,0.31,,,4.63,신규
881281,전설낚곱새 송천점,전라북도 전주시,,0.09,N,0.11,,,,4.25,신규
881544,광한루 추어탕 2호점,전라북도 전주시,,0.1,N,0.16,,,,4.4,신규
881545,국수사랑전사랑,전라북도 전주시,,0.09,N,0.17,0.01,,,4.18,신규
881771,이마트24전주공단점,전라북도 전주시,,,N,0.16,,,,,신규
881822,장가네고깃집,전라북도 전주시,,0.1,N,0.16,0.04,,,4.56,신규
882019,비비큐 효자점,전라북도 전주시,,,N,0.16,,,,,신규
882044,카페아치,전라북도 전주시,,0.1,N,0.13,0.33,,,4.47,신규
882078,서나푸드컴퍼니,전라북도 전주시,,,N,0.14,,,,,신규
882092,유어재즈(Yoo`re Jazz),전라북도 전주시,,,N,0.14,,,,,신규
882096,족앤도리,전라북도 전주시,,,N,0.11,,,,,신규
882098,진담덮밥엔소바,전라북도 전주시,,0.11,N,0.11,,,,5,신규
882112,황금물결해물아구찜,전라북도 전주시,,0.1,N,0.11,,,,4.5,신규
882393,정담한끼,전라북도 전주시,,0.09,N,0.16,,,,4.27,신규
882414,무이사회,전라북도 전주시,,0.1,N,0.14,0.2,,,4.71,신규
882469,달달케이크,전라북도 전주시,,0.11,N,0.18,0.08,,,4.9,신규
882567,나영맛집,전라북도 전주시,,,N,0.14,,,,,신규
882631,수제핫도그,전라북도 전주시,,0.11,N,0.13,,,,5,신규
882636,전주지역자활센터우렁각시,전라북도 전주시,,,N,0.14,,,,,신규
882640,채선당도시락앤샐러드전주혁신도시점,전라북도 전주시,,,N,0.14,,,,,신규
882641,청춘이즈백,전라북도 전주시,,0.09,N,0.16,,,,4,신규
882788,배달공주 중화서신점,전라북도 전주시,,,N,0.16,,,,,신규
882795,비비파스타,전라북도 전주시,,,N,0.11,0.01,,,,신규
882797,아무튼커피,전라북도 전주시,,0.1,N,0.14,0.2,,,4.55,신규
882837,비비큐전주덕진점,전라북도 전주시,,,N,0.16,,,,,신규
882861,임떡 곱창떡볶이 전주송천점,전라북도 전주시,,0.11,N,0.16,0.1,,,5,신규
883030,성찬우동,전라북도 전주시,,0.1,N,0.14,0.09,,,4.35,신규
883085,수다,전라북도 전주시,,,N,0.16,,,,,신규
883132,카페화목,전라북도 전주시,,0.11,N,0.11,0.19,,,4.73,신규
883190,나육회,전라북도 전주시,,0.11,N,0.11,,,,5,신규
883205,오시롬,전라북도 전주시,,0.1,N,0.16,0.28,,,4.59,신규
883263,카페베네 팔복점,전라북도 전주시,,0.1,N,0.13,0.01,,,4.47,신규
883362,쏘울,전라북도 전주시,,,N,0.14,,,,,신규
883443,딜리버리,전라북도 전주시,,,N,0.16,,,,,신규
883471,임떡 곱창떡볶이 전북대점,전라북도 전주시,,0.11,N,0.12,0.01,,,5,신규
883480,해피로피씨,전라북도 전주시,,,N,0.09,,,,,신규
883487,기브앤케이크,전라북도 전주시,,,N,0.2,0.31,,,,신규
883788,카페더나은,전라북도 전주시,,0.1,N,0.12,0.09,,,4.58,신규
883985,몽유도,전라북도 전주시,안심식당,0.1,N,0.12,0.33,,,4.4,신규
883987,바른돈가스 아중점,전라북도 전주시,,,N,0.14,,,,,신규
884009,커튼콜,전라북도 전주시,,,N,0.16,,,,,신규
884296,이재오케이돌판아구찜앤황금날개,전라북도 전주시,,0.1,N,0.14,0.02,,,4.47,신규
884317,대박이네,전라북도 전주시,,0.11,N,0.11,,,,4.8,신규
884472,덮덮밥 전주 평화점,전라북도 전주시,,0.09,N,0.18,0.01,,,4.23,신규
884628,여유당죽손수제비,전라북도 전주시,,,N,0.11,,,,,신규
884638,효은과자점,전라북도 전주시,,0.1,N,0.13,0.33,,,4.63,신규
884646,정성을 다하고 사랑을 나누는 따뜻한 밥상,전라북도 전주시,,0.1,N,0.14,,,,4.31,신규
884667,우리할매떡볶이 전주삼천점,전라북도 전주시,,0.1,N,0.14,0.19,,,4.36,신규
884800,데이,전라북도 전주시,,,N,0.11,,,,,신규
884925,꽈배기친구들,전라북도 전주시,,0.1,N,0.11,0.02,,,4.33,신규
884949,파,전라북도 전주시,,0.1,N,0.15,0.33,,,4.38,신규
884954,니움,전라북도 전주시,,,N,0.16,,,,,신규
884983,임떡 곱창떡볶이 서신점,전라북도 전주시,,0.11,N,0.16,0.03,,,4.8,신규
885035,엠에스푸드,전라북도 전주시,,,N,0.16,,,,,신규
885143,엔젤북카페 전북대점,전라북도 전주시,,0.1,N,0.13,0.01,,,4.5,신규
885291,던킨도너츠 전주대점,전라북도 전주시,,0.1,N,0.13,0.07,,,4.46,신규
885309,착한딜리버리킹,전라북도 전주시,,,N,0.16,,,,,신규
885331,동네 불막창&닭발 송천호성점,전라북도 전주시,,0.09,N,0.11,0.02,,,3.94,신규
885421,미르옥,전라북도 전주시,,0.1,N,0.15,0.33,,,4.31,신규
885528,문학문구,전라북도 전주시,,,N,0.11,,,,,신규
885538,아워스토리,전라북도 전주시,,0.1,N,0.13,0.06,,,4.56,신규
885687,솔빛카페,전라북도 전주시,,,N,0.16,,,,,신규
886072,정안한식밥상,전라북도 전주시,,0.09,N,0.09,,,,4.2,신규
886259,카페드모임,전라북도 전주시,,0.09,N,0.09,0.06,,,4.21,신규
886441,아중분식 인후점,전라북도 전주시,,,N,0.16,,,,,신규
886476,카가라멘,전라북도 전주시,,0.1,N,0.13,0.01,,,4.32,신규
886481,투썸플레이스 전주에코호수DT점,전라북도 전주시,,0.1,N,0.14,0.33,,,4.5,신규
886515,배떡 전주에코시티점,전라북도 전주시,,0.1,N,0.21,0.12,,,4.56,신규
886684,바다담은화덕,전라북도 전주시,,0.09,N,0.11,,,,4.17,신규
887102,강경원달인만두가 호성점,전라북도 전주시,,0.09,N,0.11,,,,4.18,신규
887134,카페코펜하겐 효자점,전라북도 전주시,,0.1,Y,0.14,0.03,,,4.33,신규
887144,거북집막걸리,전라북도 전주시,,0.1,N,0.11,,,,4.5,신규
887150,길튼김밥,전라북도 전주시,,0.11,N,0.2,0.08,,,4.74,신규
887158,동명카츠 서곡점,전라북도 전주시,,0.09,N,0.15,0.06,,,4.22,신규
887257,하루온찬 상공점,전라북도 전주시,,0.1,N,0.14,0.08,,,4.48,신규
887606,나무카페,전라북도 전주시,,,N,0.14,,,,,신규
887653,봉봉베이커리,전라북도 전주시,,0.09,N,0.11,0.06,,,4.27,신규
887658,비너브로트,전라북도 전주시,,0.1,N,0.13,0.33,,,4.68,신규
887709,임떡 효자점,전라북도 전주시,,0.11,N,0.14,0.29,,,5,신규
887748,누구나홀딱반한닭 전주혁신점,전라북도 전주시,,0.1,N,0.13,0.09,,,4.34,신규
887990,카페메르헨,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.44,신규
888114,자담바담떡볶이 중산점,전라북도 전주시,,0.11,N,0.11,,,,5,신규
888146,복만두 본점,전라북도 전주시,,,N,0.16,,,,,신규
888225,빵야빵야,전라북도 전주시,,,N,0.16,,,,,신규
888245,참치담,전라북도 전주시,,0.1,N,0.17,0.04,,,4.71,신규
888272,불스떡볶이 송천에코점,전라북도 전주시,,0.09,N,0.11,0.01,,,4.16,신규
888305,까페히어로,전라북도 전주시,,0.1,N,0.11,0.02,,,4.44,신규
888327,오로지아구찜 전주점,전라북도 전주시,,0.1,N,0.11,0.03,,,4.5,신규
888439,스시 달,전라북도 전주시,,0.1,N,0.23,0.33,,,4.38,신규
888466,교동가,전라북도 전주시,안심식당,0.1,N,0.11,0.01,,,4.36,신규
888483,핫게이트구구치킨 평화점,전라북도 전주시,,0.08,N,0.18,,,,3.81,신규
888576,짙푸른,전라북도 전주시,,,N,0.16,,,,,신규
888580,포차신동 호성점,전라북도 전주시,,,N,0.13,,,,,신규
888624,강병장부대찌개,전라북도 전주시,,0.1,N,0.11,0.04,,,4.52,신규
888625,골드파스타&피자,전라북도 전주시,,0.1,N,0.14,0.07,,,4.57,신규
888630,다원콩나물국밥,전라북도 전주시,,0.11,N,0.14,0.07,,,4.77,신규
888667,광진식당,전라북도 전주시,,,N,0.11,,,,,신규
888724,불스피자 에코본점,전라북도 전주시,,0.1,N,0.14,0.06,,,4.49,신규
888966,만다라중화요리 송천2호점,전라북도 전주시,,0.09,N,0.11,0.03,,,4.05,신규
888968,모닝식탁,전라북도 전주시,,,N,0.11,,,,,신규
888996,피자와치킨의러브레터 금암점,전라북도 전주시,,0.11,N,0.09,0.01,,,5,신규
889259,전주승화원식당 및매점,전라북도 전주시,,0.09,N,0.09,0.01,,,4.01,신규
889443,배떡 혁신도시점,전라북도 전주시,,0.1,N,0.12,0.1,,,4.59,신규
889470,고래의꿈,전라북도 전주시,,,N,0.14,,,,,신규
889499,연남물갈비 만성법조타운점,전라북도 전주시,,0.1,N,0.15,0.2,,,4.44,신규
889505,오브젝트유,전라북도 전주시,,,N,0.14,,,,,신규
889565,종가삼대화로집 아중점,전라북도 전주시,,0.1,N,0.16,0.02,,,4.49,신규
889748,전주초콜릿,전라북도 전주시,,,N,0.11,,,,,신규
889770,공차 전주에코시티점,전라북도 전주시,,0.1,N,0.11,0.06,,,4.35,신규
899780,즐거운 심야식당 삼천점,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.48,운영중
902003,솔솔커피 금암점,전라북도 전주시,,0.1,Y,0.11,0.08,,,4.41,운영중
904449,토닥,전라북도 전주시,,0.1,Y,0.12,,,,4.67,운영중
904559,울엄마집밥,전라북도 전주시,,0.09,Y,0.17,0.07,,,4.15,운영중
904590,솔솔커피,전라북도 전주시,,0.1,Y,0.12,0.02,,,4.43,운영중
